 countyName, cityName, HotelCode, HotelName, HotelRating
Germany,Niendorf,5802015,Apartmentvermittlung Mehr als Meer Objekt 38,5
Canada,Sechelt    British Columbia,6051517,Casa Bella Guesthouse On Sechelt Inlet,5
United Kingdom,St. Helier,1216149,The Uplands Apartments,3
Germany,Biendorf,1334119,Gendarm Ostseeresidenz Garni,5
Portugal,Alvor,1129703,Pestana Alvor Atlântico,3
Australia,Point Lonsdale,5478669,Seaside Idaho,5
France,Les Deserts,5957470,Madame Vacances Les Chalets Du Berger Premium,5
United States,Cooperstown    New York,1587717,Visions Inn,3
United Kingdom,Mundesley,5218948,Anmer 13,4
United Arab Emirates,Dubai,6096047,Rustic Penthouse Overlooking Burj Khalifa,5
France,Gréoux-les-Bains,6102268,Well-kept Apartment in a Pleasant Town in the Provençe,5
France,Ajaccio    Colorado,1184026,Hotel Stella Di Mare,3
Italy,Como,1405539,Albergo La Genzianella,1
United Arab Emirates,Dubai,6093814,Airbetter Iris Amber Al Jadaf,5
Italy,Carovigno,5505441,Villa Roberta,5
United States,Madison    Wisconsin,1332019,Crowne Plaza Madison,4
Canada,British Columbia,1469796,A Balsam House,3
India,Kota    Rajasthan,1368378,Hotel Rockland,3
United Kingdom,Newport,5390618,Bwthyn Bach Newport,5
Austria,Dombim,1005862,Gasthof-Pension Dreiländerblick,3
Italy,Pietra Ligure,1372348,Hotel Geppi,2
United Kingdom,Braunton,5332464,Croyde Sandstones,4
United Kingdom,London,5186766,Luxury Stay Bond Street,3
France,Cabourg,1540832,Apartment Du Port,2
France,Istres,1336416,Hôtel Le Peyreguet,2
Austria,Schwaz,1529289,Gästehaus Alpengruss,5
France,Saint-Dizier,1303798,HÔtel FranÇois 1er,3
Argentina,Gualeguaychú,5826750,Villa Lua,4
Dominican Republic,Bávaro,1566263,Hotel 2 Bavaro,3
France,Valloire,5833259,Les Sabots D'helene,4
India,Goa    GOA,1471533,Crazy Beach Resort,2
Russian Federation,Velikij Nowgorod,5290619,Kvartiranov Na Tihvinskoy,5
Sri Lanka,Minuwangoda,1776420,Hote Shiromi,1
United States,New Orleans    Louisiana,1201027,The Burgundy Bed and Breakfast,3
Australia,Peregian Beach    Queensland,5559814,The Pod,4
Italy,Pordenone,1171856,Il Cecchini,3
Italy,San Giustino,1704005,Il Cantuccio,5
United States,Grants Pass    Oregon,5460250,new Racing Horse Ranch Free Unlimited Golf,4
Chile,Pisco Elqui,5684682,Cabanas Elquimista,5
Croatia,Gornja Stubica,1387689,Hotel Puntar,3
United States,El Dorado    Arkansas,1273474,Super 8 by Wyndham El Dorado,2
India,Puri    Orissa,5534233,Oyo 26560 Hotel Blue Moon,2
Italy,La Thuile,5304341,Maison Perron,5
Italy,Capoliveri,5906836,Villa Carol bilo M,5
China,Jishou,5349938,Floral Hotel Fenghuang Xinsu View,3
United States,Ormond Beach    Florida,1111571,Georgian Inn Beach Club,5
United Kingdom,Lancashire,1683612,Jesmond Dene Hotel Guest House,3
India,Bangalore    Karnataka,1078753,Sai Vishram Business Hotel,4
Poland,Wicko,1242518,Palac Poraj,5
United Kingdom,Newton Abbot,1793092,The Old Post House,5
Netherlands,The Hague,1293981,Fletcher Hotel Restaurant Auberge de Kieviet,4
Slovakia,Stara Lesna,1593697,Penzion Paický,2
United States,Chicago    Illinois,1321994,Best Western Des Plaines,2
Malaysia,Ipoh,1699996,Ainis Guest House at The Lost World of Tambun,3
France,Cannes,1840747,Chambres d'hôtes Il Monticello,5
United States,Houston    Texas,5001051,Holiday Inn - NW Houston Beltway 8,3
Italy,Vigo di Fassa,1328247,Hotel Garnì Carpe Diem,4
Japan,Onna,1509672,Umi No Mieru Apartment,3
Iceland,Dalvik,5257078,Karlsá Lodge,3
Morocco,M'diq,6027003,Tamuda Golf,3
Italy,Battipaglia,1406230,Hotel Happy,3
United Kingdom,Harrogate,1086086,Wellington Inn Hotel,3
Bulgaria,Gabrovo,5791577,Apartment Shesti Uchastak,5
Germany,Breege,6177110,Strandparadies Juliusruh 1,5
Thailand,Phuket,1023943,Kata Noi Pavilion,2
Germany,Bonndorf im Schwarzwald,1304332,Mohringers Schwarzwald Hotel,4
United Kingdom,Cornwall,1348824,The Harlyn Inn,3
Italy,Marina di Castagneto,1371136,International Camping Village Etruria,5
Australia,Carlton    Victoria,5953047,DreamHost Apartments at Bouverie,3
Denmark,Copenhagen,1049673,Park Inn by Radisson Copenhagen Airport,3
United States,Palm Springs    California,1092550,JW Marriott Desert Springs Resort & Spa,4
Croatia,Jelsa,5727678,Holiday home Gdinj 2,5
Romania,Hunedoara,1674857,Pensiunea Casiana,3
Canada,Montreal    Quebec,1479579,Motel Le Transit,2
Germany,Oberkirch,1218673,Hotel Renchtalblick,5
India,Salem    Tamil Nadu,1286984,Grange Resort,5
Thailand,Sai Yok,1121502,Hintok River Camp @ Hellfire Pass,3
Russian Federation,Dombai,1641035,Corona Hotel,3
Italy,Lido di Ostia,5302754,Sweet Home Holidays,5
United States,California    Maryland,5212079,Edmond's Place,3
United States,Orlando    Florida,5380019,1577 Tempo Lane,4
Netherlands,Tilburg,5183219,Apartment Insulinde,5
Switzerland,Lugano,5874160,Indoor Swimming Pool Sauna Fitness Private Gardens Spacious Modern Apartment,5
United States,Greenville    Illinois,1292885,Comfort Inn & Suites Greenville,2
Brazil,Barreirinhas,1178931,Hotel Pousada do Buriti,2
India,Shillong    Meghalaya,6018469,The Loft Executive Inn,3
United Kingdom,Truro,1794484,Seven,5
Greece,Rhodes,1193551,Hotel Faliraki Vista,3
Australia,Kalgoorlie    Western Australia,1296449,Best Western Hospitality Inn Kalgoorlie,3
United Kingdom,London,1453677,Colvin House,2
Spain,Playa de Gandia,5161553,Bahamas,3
Italy,Muggia,1403067,Hotel Ristorante Sole,3
Australia,Surfers Paradise    Queensland,1026790,Surfers International Gold Coast Accommodation,3
Indonesia,Semarang,1402724,Grand Edge Hotel Semarang,3
United States,Brownsville    Texas,1377270,Candlewood Suites Harlingen,2
Austria,Tiefgraben,1294298,Hotel Restaurant PÖllmann,4
China,Huangshan-Mountains,1685434,Zyj Treehouse Land,5
Austria,Landeck,5647541,Chalet Bella,5
Chile,Providencia,1196797,ibis Santiago Providencia,3
Germany,Schuttertal,1212316,Ferienwohnungen Zehnle  - Offenburger Hof,5
Indonesia,Bandung,1738343,Hotel Grand Pacific Pangandaran,2
Brazil,Rio de Janeiro,1033123,JW Marriott Hotel Rio De Janeiro,5
Sweden,Mölle,1806265,Pensionat Strandgården,5
Cyprus,Tochni,1726609,Cyprus Villages Kalavasos,5
Russia,Novoabzakovo,1580265,Hotel Gorniy Vozdukh,5
South Africa,Centurion (near Pretoria),1379336,Villa Xanelle Boutique Guest House,4
Costa Rica,Monteverde,5420403,Casa Higueron,3
United States,Sedona    Arizona,1358414,Cedars Resort,2
United Kingdom,Pembrokeshire,5822021,Cilwendeg Lodge,4
Sri Lanka,Kataragama,1462824,Lavendish Okrin Hotel,3
Taiwan,Hengchun,1595385,YOHO Bike Hotel,5
France,Aix- Les- Bains,1273591,Les Balcons d'Aix,2
Italy,Marta,5487445,Les Petites Maisons,5
China,Huzhou,1676538,Landison Joykie Resort Moganshan,4
Spain,Ayamonte,5624295,Isla Canela Tours Dunas,5
Germany,Prerow,5281535,Ferienwohnung Buchenpark,5
United States,Pittsburgh    Pennsylvania,1098315,Hampton Inn Pittsburgh University Center,2
China,Bao'an,1832513,Garnet Crystal Hotel,3
United Kingdom,Minehead,1600661,Holnicote House,4
United States,Green Valley    Arizona,1240305,Comfort Inn Green Valley,2
Italy,Forli,5319532,Maroncelli Apartment,5
United Kingdom,Cornwall,5252778,The Watermark,3
Spain,Mijas,5968881,Casa Butiplaya,3
China,Chengdu,1071240,Chengdu Cannes Holiday Inn Hotel,4
United States,Orlando    Florida,5236731,W4p 1057dls,3
Cambodia,Siem Reap,5144131,Jame Hotel&spa2,3
United States,Lead    South Dakota,1499642,Terry Peak Lodge,3
Italy,Puglia,1057762,Hotel Terminal Caroli Hotels,3
United States,New York    New York,1031664,Riviera Motor Inn Brooklyn,1
United States,Rapid City    South Dakota,1275581,Super 8 By Wyndham Rapid City lacrosse St,2
Morocco,Fes,1454988,Riad Les Oudayas,3
United States,Maui    Hawaii,5473525,Maalaea Kai # 213 1 Bathroom Condo,3
United States,Gulf Shores    Alabama,1290281,Romar Beach by Sugar Sands Realty,5
Spain,El Gastor,5167453,Alojamiento El Molino,5
United States,Port Orange    Florida,1014101,Country Inn & Suites by Radisson Port Orange Daytona FL,2
United States,Oshkosh    Wisconsin,1335915,Holiday Inn Express Hotel & Suites Oshkosh,2
Mexico,Cuetzalan del Progreso,1895741,Cabaana Y Casas De Campo Los Tulipanes,5
Sweden,Stockholm,1270804,Best Western Hotel Karlaplan,4
Argentina,San Martin de los Andes,5741209,Vivasma,5
Israel,Jerusalem,1180513,Olive Tree Hotel,4
Thailand,Kamala Beach,1918256,Villa Talaefun At Ayara Kamala,5
Portugal,Condeixa-a-Nova,1040682,Paço da Ega,4
Switzerland,Tarasp,6067857,Chasa Curasch,5
Morocco,Chefchaouen,1372733,Hotel Casa Miguel,3
United Kingdom,Bodmin,1839137,Treveighan Farmhouse,5
Indonesia,Depok,1662139,ZEN Rooms Candi Sambisari,3
Spain,Son Servera,1178374,Sunwing Cala Bona Beach,4
Greece,Rhodes,1121975,Butterfly Studios,2
Germany,Hahnenklee,5318517,Waldhaus Hahnenklee,5
Portugal,Portugal,5204968,Saudade Peniche Apartment,3
Thailand,Chonburi,1451904,Wilai Guesthouse,2
Germany,Wasserliesch,1222833,Waldhotel Landgasthof Albachmühle,5
Jamaica,Montego Bay,5489748,Ricksdale Court,3
United States,Davenport    Florida,1556434,Rosaleens West Haven Villa,3
China,Xinyang,5854252,GreenTree Inn HeNan XinYang ShangCheng County HuangBaiShan Road Times Shopping Mall Express Hotel,3
South Africa,Nelspruit,1495563,85 Ehmke,3
United States,Guthrie    Oklahoma,1326325,Americas Best Value Inn Guthrie,2
South Korea,Seoul,1688189,Chess Motel,2
South Africa,Pretoria,5487821,Willows Country Lodge,3
France,Porto Vecchio,1905646,Residence Alt'aria,5
United States,Orlando    Florida,1290542,Club Cortile,3
Germany,Oldenburg,5398884,Campus Apartment Oldenburg,3
United States,Cocoa    Florida,1343898,The Resort on Cocoa Beach,3
Germany,Dresden,1350523,Gaststätte & Pension Zum Knipser,5
Russia,Jekaterinburg (St. Petersburg),1425420,Mini Hotel Sverdlova 27,3
Canada,Brantford    Ontario,1453883,Sherwood Motel,2
Greece,Kassandra,1502905,Studios Olympia,3
South Africa,St. Lucia Wetland Park,1611816,Pompano Guesthouse,4
United Kingdom,Lancashire,5460646,Owl Cottage,4
Austria,Saalfelden,1528689,Unterbiberghof,5
United States,Miami Beach    Florida,1155597,Seagull Hotel Miami Beach,2
Germany,Bad Mergentheim,6060612,Ferienwohnung am Blumenberg,5
Spain,Teruel,5998351,Apartamento Torre San Martin,5
China,Baoding,1632139,GreenTree Inn Hebei DingZhou Railway Station Business Hotel,3
Italy,Castellina,1348426,Tenuta Di Ricavo,4
United States,Surprise    Arizona,5404736,Mountain View #11107 Condo,5
Russian Federation,Wsewoloschsk,6082579,Farm Stay Ruteniya,5
Canada,Moose Jaw    Saskatchewan,1529600,Suburban Extended Stay Hotel,2
United States,Guerneville    California,1381490,Fern Grove Cottages,2
Brazil,Imbituba,1500495,Pousada Rosa & Canela,5
Belgium,Huy,1297666,Hotel Sirius,3
Cyprus,Larnaca,1261256,Atrium Zenon Hotel Apartments,4
India,Lucknow    Uttar Pradesh,5200146,Treebo Trip Dzire Inn,3
Spain,Costitx,5442316,V. Cas Pomer,3
Mexico,Teotihuacan,1615063,Casa de Barro,2
Italy,Ghiffa,5713205,Appartamento Ronco,5
Indonesia,Yogyakarta,1655045,Reddoorz Near Adisucipto Airport 3,3
United States,Memphis    Tennessee,1239434,Courtyard Memphis Germantown,3
United States,Philadelphia    Pennsylvania,1096028,Holiday Inn Express Philadelphia NE Bensalem,2
United States,Americus    Georgia,1334290,Hampton Inn Americus,2
Austria,Strobl,5299533,Edda Dobetsberger,5
France,Lyon,1866632,Lyon Mon Amour B&B,5
Greece,Adamas,5607929,Villa Soleil,5
United States,Denver    Colorado,1248961,Extended Stay America Denver Park Meadows,2
Norway,Ulsteinvik,1219639,Quality Hotel Ulstein,3
United States,Stevens Point    Wisconsin,1229620,Lindsay House Bed and Breakfast,3
South Korea,Busan,1697695,Soho Hotel,2
Ecuador,Santa Elena,1690594,Descanso del Libertador,2
France,Deauville,5192958,Au Petit Port de Deauville,2
Canada,Canada,1164069,Sandman Hotel and Suites Abbotsford,3
France,Nizza (Nice),5497266,Villa Val de Clauvin,5
Italy,Lipari,1675449,Casa Orchidea,5
India,Mumbai    Maharashtra,5200130,OYO 15535 Deluxe Residency,3
France,Morzine,5707381,Les Sermes 1,5
Spain,Tres Cantos,5133760,Hostal Tres Cantos,3
Austria,Saalbach,6091270,Comfortable Apartment in Saalbach-hinterglemm Near Ski Area,3
United Kingdom,Wadebridge,5452326,Grandpa Dicksons Little Petherick,4
Spain,Muro,1815172,Villa S'estaciÓ,4
United States,Statesboro    Georgia,1374427,Studio 6 Statesboro GA,2
Spain,Puerto de Mogan,1048227,Apartamentos Lara,3
Greece,Kalamaki,1889946,Kiklamino Hotel,5
Australia,Queenstown    Tasmania,1184769,Penghana Bed and Breakfast,4
United States,Palo Alto    California,5747206,Palo Alto Cottage By Stanford & Tech Companies,5
Philippines,Palawan,1843651,Kaleb Hostel,2
Spain,Rosas,5310606,Apartaments Terraza 1935,4
United Kingdom,Cornwall,5452259,Nanvivian Feock,3
Austria,Flachau,1523760,Pension Lärchenhof,3
Japan,Kanazawa,5495169,Toho Bijin House,2
Egypt,Ain El Sukhna (Ain Soukhna),1211856,Cancun Sokhna Resort,4
United States,Port Aransas    Texas,5234931,Shore To Love It Ov36,5
South Africa,Vaalwater,1661387,Izingwe Lodge,4
Ecuador,Latacunga,1656301,Hotel San Agustin Plaza,3
Portugal,Matosinhos,5731458,Garden House,5
India,Majorda,1514951,Johns Highland Comfort Guest House,5
China,Penglai,1474833,Penglai Yi Jia Express Hotel,1
Malaysia,Sarawak,1386755,Abell Residence,2
Jordan,Aqaba,1152185,Aqaba Gulf Hotel,4
Albania,Tirana,1265753,Vila 60 Hotel,3
Ethiopia,Addis Ababa,1628359,Libanos Pension,2
Argentina,Buenos Aires,5853544,Bajos del Paraná,5
Japan,Yamanakako,1744202,Dog Resort Woof,2
Japan,Nakanojo,1462608,Kusatsu Onsen Ryokan Yoshinoya,3
Canada,Chilliwack    British Columbia,1454080,Royal Lodge Motel,3
United Kingdom,Torquay,1349161,The Shirley,4
South Africa,Komatipoort,1370504,Meerkat Manor,3
South Korea,Seoul,1564069,Hanok 24 Guesthouse Gyeongbokgung,2
Italy,Barisardo,5523161,Agriturismo Su Solianu,1
United States,Big Bear Lake    California,5526841,070 Tree Top Cabin,3
South Africa,Bloubergstrand,5690948,Villa de Tranquil,5
Italy,Avetrana,1722723,Relais Terre di Terre,4
Portugal,Nazaré,1650786,TiagOrge Place,5
Russian Federation,Inosemzewo,1709071,Mask Business Hotel,4
United Kingdom,Cardiff,1028660,Premier Inn Cardiff City Centre,3
Tanzania,Zanzibar City,1458095,Forodhani Park Hotel,3
Germany,Zingst,5766109,Hafenstr_ 34 Whg 3,5
Taiwan,New Taipei City,1537511,Happy House B&B Juifan,3
United Kingdom,Blackpool,1333445,Fortuna House Hotel,3
China,Tianshui,5009023,Lavande Hotel Tianshui Gangu Jicheng Square,3
Hungary,Badacsony,5652996,Mandula Apartmanok,5
Ecuador,Puerto Villamil,1100310,The Wooden House Hotel,4
Italy,Schlanders,1223947,Hotel Maria Theresia,3
United Kingdom,Inverness,1076389,Heathcote B&B,4
France,Saint-Céré,5989187,Camping Le Soulhol,3
Italy,Gargnano,1933567,Cascina Varini,5
Brazil,Brazil,1897318,Pousada Da Luz,5
Germany,Kötzting,1210800,Amberger Hof,3
Italy,Gioiosa Marea,5537452,Apartment B Gioiosa Marea,3
United Kingdom,London,6090964,Relaxing on Pine Grove,3
Canada,New Glasgow    Nova Scotia,1927006,Fx Hall Residences,2
United States,Cayucos    California,5718971,Vintage Views,5
United States,Houlton    Maine,1292367,Shiretown Inn & Suites,5
Vietnam,My Tho,1413601,Minh Tai Hotel,1
Greece,Kalavryta,5295215,Tzovolos Apartments,5
Brazil,Bento Gonçalves,6092169,LOTE20 Hotel Boutique,3
Canada,Victoria    British Columbia,1293534,The Inn at the Union Club of British Columbia,4
South Africa,Kwazulu Natal,5603024,Zimbali Suite 319,5
Australia,Surfers Paradise    Queensland,1362314,Hilton Surfers Paradise Residences,5
Austria,Maurach,1227705,Frühstückshotel Margret,3
Italy,Pompeji,1806873,Central Room Fortuna,5
Canada,Canada,1007591,Redwood Inn & Suites,2
Brazil,Rio de Janeiro,1033110,B&B Vitória Régia,3
Sweden,Oskarshamn,1297667,Best Western Sjöfartshotellet,3
India,Srinagar    Jammu and Kashmir,1400271,Walisons Hotel,3
Spain,Palencia,5293539,Hostal Santiago,1
France,Pont-de-Labeaume,6107821,Exotic Holiday Home in Ardèche With Swimming Pool,5
United States,Conroe    Texas,1200330,La Quinta Inn & Suites Houston New Caney,2
Thailand,Chanthaburi,1843680,Long D Resort,2
Colombia,Acandi,5625056,Cabaña Pazatiempo Sapzurro,5
Italy,Alta Badia,1072589,Hotel La Perla: The Leading Hotels of the World,5
Portugal,Porto,1346860,Hotel Mira D'aire,2
Spain,Mijas Costa,5164041,Cumbres de Riviera,4
France,La Mongie,6020208,Apartment Mongie Tourmalet 107,1
Cambodia,Phnom Penh,1585799,Dara Club by Dara Airport Hotel,4
United States,Tooele    Utah,1103766,Hampton Inn Tooele,3
Taiwan,Kaohsiung,1691547,TWplace,2
Italy,Cavalese,1648233,Albergo Garnì Antico Mas del Medico,3
United Kingdom,Kinross,5963956,Chalet Loch Leven Lodge,3
Thailand,Mukdahan,1792050,Mukdahan Manor B&B,3
United Kingdom,Ashby-de-la-Zouch,1796311,The Beeches,3
Brazil,Paraty,1662404,Pousada da Ponte Pontal Paraty,2
South Africa,Western Cape,1046413,Paradiso Guest House,4
Italy,Fabriano,1326274,Hotel Borgo Antico,3
United States,Allen Park    Michigan,1335184,Comfort Inn & Suites,2
Spain,Benissa,5894566,Anna 2 Sea View Villa With Private Pool In Benissa,5
Canada,Quebec    Quebec,1179081,Pointe A David,2
United States,Richmond    Virginia,1164667,Hilton Garden Inn Richmond Airport,3
United States,Raleigh    North Carolina,1264104,Holiday Inn Raleigh North Capital Blvd,4
United States,Mackinaw City    Michigan,1267731,Bridge Vista Beach Hotel & Convention Center,2
Italy,Agrigent,1613136,Bed and Breakfast Le Palme,1
United States,Vail    Colorado,5517353,Timber Falls Vail Vacay Condo,5
United Kingdom,Penzance,5413502,Sail Boats,4
India,Nagoa    Goa,5507768,GuestHouser 4 BHK Villa 6dcf,3
United States,Kahuku    Hawaii,5380158,Da Kine Condo,3
Germany,Hahnenklee,5422040,Haus Vier Jahreszeiten am See HS 233,5
China,Jilin,1692371,View Changbai Mountain - MGallery,4
Italy,La Spezia,5618927,La Via Dei Cardi,5
Mauritius,Mauritius,1562453,Bel Azur Beach Residence by Lov,4
France,Beaune,1591567,La Mansarde,1
China,Tianshui,5013386,Greentree Alliance Tianshui Railway Station Hotel,5
Japan,Okayama,1099594,Mielparque Okayama Hotel,3
Argentina,Iguazu,1217420,Hostel Irupe,3
Spain,Cantabria,1393923,Hotel Azul de Galimar,3
Germany,Bad Kissingen,5815829,Hotel Humboldt,5
Italy,Miramare,1572843,Hotel Pecci,3
Chile,Puerto Montt,5753716,Hostal y Cabañas Mozart,5
United Kingdom,Shropshire,5476988,Byre Cottage Nesscliffe,4
Austria,Mayrhofen,1188641,Villa Angela,4
United States,Depoe Bay    Oregon,1672194,Dolce Vita,5
United States,Troy    Michigan,1341705,Candlewood Suites Detroit Troy,2
Canada,Victoria    British Columbia,1472219,Holiday Inn Express & Suites Victoria Colwood,2
Germany,Rees,1211442,Pension & Bauerncafé Drostenhof,4
Spain,Bilbao,1794538,Blue Bilbao,2
Italy,Udine,5398170,Villa Russo,5
Thailand,Chonburi,1018664,EuroStar Jomtien Beach Hotel & Spa,3
Italy,Saluzzo,1334788,Hotel Griselda,3
China,Huayin,1723563,Huaqiao Inn,5
Estonia,Vihula,5243242,Toomarahva Farmstay,5
United States,Cherokee    North Carolina,1088338,Maggie Valley Creekside Lodge,2
Italy,Naples,1164787,Ramada by Wyndham Naples(Italy),4
Austria,Steyr,1528151,Gasthof Bauer,2
United States,Kennebunkport    North Carolina,1587420,Ocean Woods Resort,3
Thailand,Nangrong,1667332,Nangrong Garden Home,2
Hong Kong,Kowloon - Hongkong,1767234,The Mahjong,1
United States,California    Maryland,5859033,657 Cottages At Silverado Condo,5
Italy,Alta Badia,1366474,Hotel Gran Ciasa,4
India,Saharanpur,1740414,Hotel The Mauryas,1
Canada,Canada,1155813,Delta Hotels by Marriott Whistler Village Suites,4
Italy,Santarcangelo di Romagna,1792811,B&B Maison Biagetti,5
Canada,Canada,1174364,Holiday Inn Hotel & Suites Surrey East Cloverdale,3
Germany,Schenkenzell,1011631,Hotel Winterhaldenhof,3
Italy,Padua,5476228,Stephanie Home,5
Brazil,Canoa Quebrada,1453509,Pousada Jardim Dos Orixás,4
Germany,Wangerland,5775371,Haus Oltmanns,5
Portugal,Porto,1376927,inPatio Guest House,5
Italy,Salerno,1334963,Holiday House Le Palme,2
Jamaica,Montego Bay,5847670,The Best Condo special Suite @ World Famous Drs Cave Beach,5
China,Qinzhou,1474716,Qinzhouwan Zhengyuan Hotel,3
China,Harbin,1687288,Harbin Shangyi Express Hotel,3
Japan,Fukushima,1509685,Higashiyama Dai Ichi Hotel,3
Brazil,Tiradentes,1572690,Pousada Do Ó,5
United States,Orlando    Florida,1281181,The Seasons Resort,3
Italy,Venice,1044520,Ca' Contarini,3
Greece,Corfu Town,5732996,Waterside,5
Greece,Vamos,5363359,Fabrica,5
Tanzania,Matemwe Beach,5509621,Tamani Villas Annex,3
Portugal,Setubal,1601061,Monte Horizonte Eco Turismo Rural Casas de Campo,3
Greece,Ageliana,5449886,Alexandra Villa,5
Spain,Son Servera,1147962,Fortuna Aptos,1
Spain,Castello D'Empuries,6086027,Apart Rent Apartaments Gran Reserva RENOVATED,5
United States,Asheville    North Carolina,5352861,Margaritaville Cabin,5
